formula helper 1,,,uncategorized,,"README                
the formula helpers work by                 
* matching strings in green        
* explicitly-NOT-matching strings in RED 
      which start with ""~""        

Note: use ""NA_HELPER"" instead of """"                
  because SEARCH("""",""hello"") returns 1                ",,,"""match course""",course,MMC,major,prof,minor,concentration,department,time,date,ge_area,term,number,club,tutoring,topics,rating,requirement,building,,course,MMC,prof,,,
76,76,F2,,,,,Will [COURSE] be taught by [PROF] next quarter?,"[YES/NO], [PROF] is (not) teaching [COURSE] next quarter.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,[PROF],[PROF],,
77,77,F2,,,,,Is [PROF] going to teach [COURSE] next quarter?,"[YES/NO], [PROF] is (not) teaching [COURSE] next quarter.",NA,NA,NA,[PROF],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[PROF],[COURSE],NA,NA,[COURSE],,
78,78,F2,,,,,Can I take [COURSE_1] before having completed [COURSE_2]?,"[YES/NO], you can(not) take [COURSE_1] without previously taking [COURSE_2].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_1],[COURSE],NA,NA,[COURSE_2],,
79,79,F2,,,,,Can I take [COURSE_1] at the same time as [COURSE_2]?,"[YES/NO], you can(not) take [COURSE_1] at the same time as [COURSE_2]. {if no: [COURSE_1/2] must be taken first.}",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_1],[COURSE],NA,NA,[COURSE_2],,
80,80,F2,,,,,Do I have to take [COURSE_1] before [COURSE_2]?,"[YES/NO], you (do not) need to take [COURSE_1] before [COURSE_2].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_1],[COURSE],NA,NA,[COURSE_2],,
81,81,F2,,,,,Are there any [MAJOR] electives related to [KEYWORD]?,"[YES/NO], the following courses are [MAJOR] electives related to [KEYWORD]: [COURSE_LIST].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,[KEYWORD],,
82,82,F2,,,,,Does the [MAJOR] have any electives about [KEYWORD]?,"[YES/NO], the following courses are [MAJOR] electives related to [KEYWORD]: [COURSE_LIST].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,[KEYWORD],,
83,83,F2,,,,,Do I have to take [COURSE] for the [MAJOR]?,"[YES/NO], you are required to take [COURSE]. It is a prerequisite for [COURSE_LIST]",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MAJOR],,
84,84,F2,,,,,Does the [MAJOR] require [COURSE]?,"[YES/NO], [COURSE] is part of the [MAJOR]. It is a prerequisite for [COURSE_LIST]",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],[COURSE],NA,NA,[COURSE],,
85,85,F2,,,,,Does [COURSE] also count for the [MINOR]?,"[YES/NO], [COURSE] is part of the [MINOR] and [is one of the required courses] OR [; however, it is not a required course and can be replaced by any of the following: [COURSE_LIST]",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MINOR],,
86,86,F2,,,,,Do I have to take [COURSE] for the [MINOR]?,"[YES/NO], [COURSE] is part of the [MINOR] and [is one of the required courses] OR [; however, it is not a required course and can be replaced by any of the following: [COURSE_LIST]",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MINOR],,
87,87,F2,,,,,Does [MINOR] require [COURSE]?,"[YES/NO], [COURSE] is part of the [MINOR] and [is one of the required courses] OR [; however, it is not a required course and can be replaced by any of the following: [COURSE_LIST]",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MINOR],[COURSE],NA,NA,[COURSE],,
88,88,F2,,,,,Does the [MINOR] require any [DEPARTMENT] courses?,"[Y/N], [MINOR] requires the following courses:  [COURSE_LIST] OR [MINOR] does not require any [DEPARTMENT] courses.",NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MINOR],NA,NA,NA,[DEPARTMENT],,
89,89,F2,,,,,Can I double major with [MAJOR]?,"[Y]: In addition to [MAJOR], you may also major in [MAJOR_LIST]: You may not double major with [MAJOR].",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
90,90,F2,,,,,What are the degree requirements for [MAJOR]?,The degree requirements for [MAJOR] are: [DEGREE_REQUIREMENTS],NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
91,91,F2,,,,,How many students are enrolled in [MAJOR]?,There are currently [TOTAL_COUNT] students enrolled in [MAJOR],NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
92,92,F2,,,,,Is there a BS/MS blend with [MAJOR]?,[Y]: [MAJOR] has a 4+1 BS/MS program or [N]: [MAJOR] currently does not have a blended Bachelor's and Masters program,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
93,93,F2,,,,,How many units are required for [MINOR]?,[TOTAL_COUNT] units are required to obtain a [MINOR] minor,NA,[MMC],NA,NA,[MINOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MINOR],NA,NA,NA,,,
94,94,F2,,,,,Is [COURSE] going to be offered next quarter?,Y/N: [COURSE] is (not) going to be offered next quarter.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
95,95,F2,,,,,Does an inquiry need to be submitted to switch into [MAJOR],"If one is switching within the College of Engineering into [MAJOR], then there is no portal inquiry required to switch.",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
96,96,F2,,,,,What are the minimum requirements to switch into [MAJOR],To switch into [MAJOR]: [REQUIREMENTS],NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
97,97,F2,,,,,How many [COURSE_LEVEL] courses are needed as part of the 4+1 program?,[NUM_COURSES] courses at the [COURSE_LEVEL] level are needed as part of the blended BS/MS program.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_LEVEL],NA,NA,NA,,,
98,98,F2,,,,,Does [MAJOR] contain any free electives?,Y/N: [MAJOR] does (not) have free electives are part of its degree requirements,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
99,99,F2,,,,,What courses are needed to obtain [CONCENTRATION],"To obtain the [CONCENTRATION] concentration, students must take [COURSE][0], [COURSE][1]...and [COURSE][N]",NA,[MMC],NA,NA,NA,[CONCENTRATION],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CONCENTRATION],NA,NA,NA,,,
100,100,F2,,,,,IS [COURSE] needed to obtain a [MAJOR] degree?,Y/N: [COURSE] is (not) needed to obtain a [MAJOR] degree,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MAJOR],,
101,101,F2,,,,,IS [COURSE] needed to obtain a [MINOR] minor?,Y/N: [COURSE] is (not) needed to obtain a [MINOR] minor,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MINOR],,
102,102,F2,,,,,IS [COURSE] needed to obtain a [CONCENTRATION] concentration?,Y/N: [COURSE] is (not) needed to obtain a [CONCENTRATION] concentration.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[CONCENTRATION],,
103,103,F2,,,,,Is tutuoring offered for [COURSE],"Y/N: Tutoring is offered for [COURSE],    (if yes) Here is the tutoring schedule [TUTORING_SCHED]",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
104,104,F2,,,,,Is [CONCENTRATION] open for [MAJOR] majors?,"Y/N, [CONCENTRATION] is (not) open for students who are [MAJOR] majors",NA,[MMC],NA,NA,NA,[CONCENTRATION],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CONCENTRATION],NA,[MMC],NA,[MAJOR],,
105,105,F2,,,,,Is there a GPA requirement to enroll in [CONCENTRATION],"Y/N, there is (not) a GPA requirement to begin this [CONCENTRATION].  if yes: The GPA requirement to enroll is [GPA_REQ]",NA,[MMC],NA,NA,NA,[CONCENTRATION],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CONCENTRATION],NA,NA,NA,,,
106,106,F2,,,,,Which catalog does someone admitted in [Term/Year] follow?,"If someone is admitted in [TERM/YEAR], they will follow the [CP_CATALOG_YEAR] catalog.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[TERM],NA,NA,NA,NA,NA,NA,NA,[Term/Year],NA,NA,NA,,,
107,107,F2,,,,,How many tech electives are required for [MAJOR]?,There are [TOTAL_ELECTIVE_COUNT] electives required as part of the [MAJOR] degree requirements,NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
108,108,F2,,,,,Is [COURSE] considered a technical elective for [MAJOR]?,Y/N: [COURSE] is (not) considered a technical elective for [MAJOR],[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,[MMC],NA,[MAJOR],,
109,109,F2,,,,,Is there any information on [COURSE]?,Sure! Here's some more information on [COURSE]. [COURSE_DESCRIPTION],[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
110,110,F2,,,,,Is [COURSE] currently offered?,Y/N: [COURSE] is currently (not) being taught this quarter.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
111,111,F2,,,,,Is [PROFESSOR] going to be teaching [COURSE] next quarter?,Y/N: [COURSE] will (not) be taught by [PROFESSOR],NA,NA,NA,[PROF],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[PROFESSOR],[COURSE],NA,NA,[COURSE],,
112,112,F2,,,,,Is [COURSE] a 4 unit class?,Y/N: [COURSE] is a [NUM_UNITS] unit class,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
113,113,F2,,,,,Does [COURSE] have any prerequisites?,"Y, the prerequisites for [COURSE] are [PREREQ] or N, this course doesn't have any prerequisites",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE],NA,NA,NA,,,
114,114,F2,,,,,What are the general education categories required for [MAJOR] majors?,The general education categories needed for [MAJOR] majors are [GE_TYPES],NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
115,115,F2,,,,,Does a student need to take [COURSE1] before enrolling in [COURSE2],"Y/N, a student does (not) need to enroll in [COURSE1] before enrolling in [COURSE2]",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE1],[COURSE],NA,NA,[COURSE2],,
116,116,F2,,,,,Is [GRADE] enough to get credit for [COURSE]?,"Y/N, this grade is considered ""passing"" for [COURSE]",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[GRADE],[COURSE],NA,NA,[COURSE],,
117,117,F2,,,,,Are there any [MAJOR] classes that can be taken by credit/no credit?,"N, there are no major classes for [MAJOR] that can be taken on a pass/fail basis.",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
118,118,F2,,,,,Are there general education courses that can be taken by credit/no credit?,"Y, students are allowed to select a maximum of 4 GE units to enroll on a pass/fail basis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
119,119,F2,,,,,Can any technical electives for [MAJOR] be taken by credit/no credit?,"N, technical electives for [MAJOR] majors are not allowed to be taken on a pass/fail basis.",NA,[MMC],[MAJOR],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[MAJOR],NA,NA,NA,,,
120,0,H1,,,,,What terms is [CLASS_NAME] typically offered?,[CLASS_NAME] is offered in [QUARTER_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
121,1,H1,,,,,What terms is [CLASS_CODE] typically offered?,[CLASS_CODE] is offered in [QUARTER_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
122,2,H1,,,,,Which terms is [CLASS_NAME] offered?,[CLASS_NAME] is offered in [QUARTER_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
123,3,H1,,,,,Which terms is [CLASS_CODE] offered?,[CLASS_CODE] is offered in [QUARTER_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
124,4,H1,,,,,Is [CLASS_NAME] offered in [QUARTER]?,"Yes, [CLASS_NAME] is offered in [QUARTER].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,[QUARTER],,
125,5,H1,,,,,Is [CLASS_CODE] offered in [QUARTER]?,"Yes, [CLASS_CODE] is offered in [QUARTER].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,[QUARTER],,
126,6,H1,,,,,Can I take [CLASS_NAME] in [QUARTER] quarter?,"Yes, [CLASS_NAME] is offered in [QUARTER].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,[QUARTER],,
127,7,H1,,,,,Can I take [CLASS_CODE] in [QUARTER] quarter?,"Yes, [CLASS_CODE] is offered in [QUARTER].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,[QUARTER],,
128,8,H1,,,,,Which classes are rarely offered?,[CLASS_CODE_LIST] do not have defined term offerings.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
129,9,H1,,,,,Which classes are offered in [QUARTER]?,[CLASS_CODE_LIST] are offered in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
130,10,H1,,,,,How many classes are offered in [QUARTER] quarter?,[NUMBER] classes are offered in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
131,11,H1,,,,,Which classes are only taught in the [QUARTER]?,[CLASS_CODE_LIST] are offered only in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
132,12,H1,,,,,Which term typically offers the most course variety?,[QUARTER] typically offers the most course variety.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
133,13,H1,,,,,Which term typically offers the least course variety?,[QUARTER] typically offers the least course variety.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
134,14,H1,,,,,Which term typically offers the most [COURSE_LEVEL] level courses?,[QUARTER] typically offers the most [COURSE_LEVEL] level courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_LEVEL],NA,NA,NA,,,
135,15,H1,,,,,Which term typically offers the least [COURSE_LEVEL] level courses?,[QUARTER] typically offers the least [COURSE_LEVEL] level courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_LEVEL],NA,NA,NA,,,
136,16,H1,,,,,Does [QUARTER] offer any [COURSE_LEVEL] courses?,"Yes, [QUARTER] offers [NUMBER] [COURSE_LEVEL] level courses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,[COURSE_LEVEL],,
137,17,H1,,,,,Which [COURSE_LEVEL] courses are offered in [QUARTER]?,[CLASS_CODE_LIST] are offered in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[COURSE_LEVEL],NA,NA,NA,[QUARTER],,
138,18,H1,,,,,Which term typically offers the most upper division courses?,[QUARTER] typically offers the most upper division courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
139,19,H1,,,,,Which term typically offers the least upper division level courses?,[QUARTER] typically offers the least upper division courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
140,20,H1,,,,,Does [QUARTER] offer any upper division courses?,"Yes, [QUARTER] typically offers [NUMBER] upper division courses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
141,21,H1,,,,,Which upper division courses are offered in [QUARTER]?,[CLASS_CODE_LIST] are typically offered in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
142,22,H1,,,,,Which term typically offers the most lower division courses?,[QUARTER] typically offers the most lower division courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
143,23,H1,,,,,Which term typically offers the least lower division courses?,[QUARTER] typically offers the least lower division courses.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
144,24,H1,,,,,Does [QUARTER] offer any lower division courses?,"Yes, [QUARTER] typically offers [NUMBER] lower division courses.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
145,25,H1,,,,,Which lower division courses are offered in [QUARTER]?,[CLASS_CODE_LIST] are typically offered in [QUARTER].,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[QUARTER],NA,NA,NA,,,
146,26,H1,,,,,Which classes require consent of instructor?,[CLASS_CODE_LIST] require consent of instructor.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
147,27,H1,,,,,Does [CLASS_NAME] require consent of instructor?,"Yes, [CLASS_NAME] requires consent of instructor.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
148,28,H1,,,,,Does [CLASS_CODE] require consent of instructor?,"Yes, [CLASS_CODE] requires consent of instructor.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
149,29,H1,,,,,Can I get into [CLASS_NAME] with instructorâs consent?,"Yes, [CLASS_NAME] can be taken with instructorâs consent.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
150,30,H1,,,,,Can I get into [CLASS_CODE] with instructorâs consent?,"Yes, [CLASS_CODE] can be taken with instructorâs consent.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
151,31,H1,,,,,What are the prerequisites for [CLASS_NAME]?,The prerequisites for [CLASS_NAME] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
152,32,H1,,,,,What are the prerequisites for [CLASS_CODE]?,The prerequisites for [CLASS_CODE] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
153,33,H1,,,,,What classes do I have to take before [CLASS_NAME]?,The prerequisites for [CLASS_NAME] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
154,34,H1,,,,,What classes do I have to take before [CLASS_CODE]?,The prerequisites for [CLASS_CODE] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
155,35,H1,,,,,What are the recommended prerequisites for [CLASS_NAME]?,The recommended prerequisites for [CLASS_NAME] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
156,36,H1,,,,,What are the recommended prerequisites for [CLASS_CODE]?,The recommended prerequisites for [CLASS_CODE] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
157,37,H1,,,,,What classes do I need in order to take [CLASS_NAME]?,The recursive prerequisites for [CLASS_NAME] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
158,38,H1,,,,,What classes do I need in order to take [CLASS_CODE]?,The recursive prerequisites for [CLASS_NAME] are [CLASS_CODE_LIST].,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
159,39,H1,,,,,Is [CLASS_NAME] a prerequisite for [CLASS_NAME]?,"Yes, [CLASS_NAME] is a prerequisite for [CLASS_NAME].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],[COURSE],NA,NA,[CLASS_NAME],,
160,40,H1,,,,,Is [CLASS_CODE] a prerequisite for [CLASS_CODE]?,"Yes, [CLASS_CODE] is a prerequisite for [CLASS_CODE].",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],[COURSE],NA,NA,[CLASS_CODE],,
161,41,H1,,,,,Which classes have [CLASS_NAME] as a prerequisite?,[CLASS_CODE_LIST] have [CLASS_NAME] as a prerequisite.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
162,42,H1,,,,,Which classes have [CLASS_CODE] as a prerequisite?,[CLASS_CODE_LIST] have [CLASS_CODE] as a prerequisite.,[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
163,43,H1,,,,,Which classes have no prerequisites?,[CLASS_CODE_LIST] have no prerequisites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
164,44,H1,,,,,Which classes have more than [NUMBER] prerequisites?,[CLASS_CODE_LIST] have more than [NUMBER] prerequisites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,,,
165,45,H1,,,,,Which classes have less than [NUMBER] prerequisites?,[CLASS_CODE_LIST] have less than [NUMBER] prerequisites.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,NA,NA,NA,[NUMBER],NA,NA,NA,,,
166,46,H1,,,,,Which classes have an upper divisional prerequisite?,[CLASS_CODE_LIST] have an upper divisional prerequisite.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
167,47,H1,,,,,Which classes have no upper divisional prerequisite?,[CLASS_CODE_LIST] have no upper divisional prerequisite.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
168,48,H1,,,,,Does [CLASS_NAME] have an upper divisional prerequisite?,"Yes, [CLASS_NAME] has an upper divisional prerequisite.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_NAME],NA,NA,NA,,,
169,49,H1,,,,,Does [CLASS_CODE] have an upper divisional prerequisite?,"Yes, [CLASS_CODE] has an upper divisional prerequisite.",[COURSE],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,[CLASS_CODE],NA,NA,NA,,,
170,50,H1,,,,,Which classes require a C- or better in another course?,[CLASS_CODE_LIST] require a C- or better in another course.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,
